0	1	2	3
zh	entailment	根据中国驻旧金山总领馆，船上有中国籍船员11名，中国籍乘客9名	至尊公主号有中国籍船员11名乘客9名
zh	entailment	关于疫情，这些疑问有权威回应！	中央空调会传染病毒
zh	contradiction	记者从黑龙江省交通运输厅获悉，截至2月24日上午9时，黑龙江省因疫情影响临时封闭的高速公路收费站，全部解除封闭，恢复通行。	黑龙江省高速公路封闭
zh	contradiction	... 中央13套电视新闻已播出，暂时别吃鱼肉，酸菜，特别是草鱼，酸菜鱼，水煮鱼，因安县有121个鱼塘已感染。收到马上发给你关心的人，最好群发。	别吃草鱼，某地有121个鱼塘感染
zh	entailment	4月14日中国向南非提供的第二批医疗援助抵达南非，包括11000副N95口罩，50000副手术口罩，3000套防护服等多项医疗物资	中国第二批援助南非医疗物资抵达南非
zh	entailment	其间，大规模公共交通设施暂停运行，包括公路、航空、海运在内的交通都受到限制	菲律宾航空公司暂停所有国际航班
zh	entailment	发布会上，菲卫生部副部长玛丽亚·罗萨里奥·韦尔吉雷（Maria Rosario Vergeire）称，菲律宾已有1062名医护工作人员确诊感染新冠肺炎，包括422名医生、386名护士及其他岗位工作人员	菲律宾逾千名医护工作者感染新冠肺炎  其中26人死亡
zh	neutral	” 新型冠状病毒刚刚爆发之时，不少人都非常关注这些问题。 现在有了权威回答。 1月29日晚间，中国 ...	人会传染宠物？宠物染病会传染人
zh	entailment	当地时间2日下午，马来西亚宣布所有入境者都将被带往隔离中心进行为期14天的隔离医学观察	马来西亚宣布对所有入境者实施14天隔离医学观察
zh	entailment	专家组的敬业精神和专业水平受到非方高度赞扬和肯定	外交部：中国赴非医疗组受到非方高度赞扬和肯定
zh	contradiction	针对网上的各种谣言.	洋葱可以预防新冠肺炎
zh	contradiction	记者仔细查看了网文中的照片，照片病房墙 ...	蜂疗能治愈新冠肺炎
zh	entailment	记者从中国国家铁路集团有限公司获悉，今天是五一小长假第一天，全国铁路客流迎来新的增长，预计发送旅客 720 万人次，创春节后单日旅客发送量新高	全国铁路五一预计发送旅客 720 万人次，让旅客安全健康出行
zh	entailment	近期，中东各国陆续放松防控举措，加速生产生活正常化	中东疫情观察丨多国放松防控促经济 恐面临疫情反复风险
zh	contradiction	微波炉除了对食物加热，还可以对一般食具、口罩、毛巾等物品加热。专家建议一般的非医用口罩应该每4个小时换一次，用微波炉加热消毒后可以重复再用。在加热时 ...	用微波炉加热口罩可以消毒
zh	contradiction	……不信谣！不传谣！这份疫情谣言汇总↓↓转 ...	候鸟迁徙会携带传播新冠病毒
zh	contradiction	14 小时前 - 今天（14日），浙江省温岭市政府就G15沈海高速槽罐车爆炸事故召开首场 ... 办主任叶贵明介绍，据初步调查，爆炸车辆为液化石油气槽罐车，牌照为 ...	看到鄂牌车辆就打长沙疾控电话
zh	contradiction	针对网上的各种谣言， ...	深呼吸再憋十秒可测是否有肺炎
zh	contradiction	临近春节，“2019新型冠状病毒”疫情持续转急。国家卫 ... 谣言1、喝板蓝根和熏醋可以预防新型冠状病毒 ... 谣言4、燃放烟花能遏制呼吸道疾病的流行.	燃放烟花可以预防新冠病毒
zh	neutral	如“双黄连可预防新冠肺炎”“金银花有望防控新冠病毒感染”“陈皮能预防和治疗新冠病毒”“板蓝根+熏醋可以预防新型冠状病毒”“钟南山推荐中药汤剂 ...	金银花有望防控新冠病毒感染
zh	entailment	据约旦媒体报道称，该笔融资主要用于应对新冠肺炎疫情对该国造成的冲击，可满足约四分之一因疫情导致的相关融资需求	国际货币基金组织将对约旦提供3.96亿美元紧急财政援助
zh	entailment	4月13日，在中国驻泰国大使馆举行中国企业和友好组织向泰方捐赠医疗物资仪式，中国驻泰国使馆代办杨欣和泰国副总理兼卫生部部长阿努廷出席交接仪式	中国企业和友好组织向泰方捐赠医疗物资
zh	entailment	其中在日本本土感染新冠肺炎死亡的有5人，在“钻石公主”号邮轮上感染新冠肺炎死亡的有6人，共计死亡人数达到11人	日本新冠肺炎感染者940人，累计死亡11人
zh	neutral	基于以上标准，药管局认为鉴于目前没有合适的、已批准的或其他可用的新冠疗法，有理由相信瑞德西韦可能对治疗新冠肺炎有效，其已知和潜在的 ...	瑞德西韦对治疗新冠肺炎有效
zh	contradiction	世界卫生组织对武汉肺炎（2019新型冠状病毒肺炎）疫情的定性升级为“ ... 多家中国官媒昨天则集中反驳社交媒体上一些关于中国被列入“疫区国”将 ...	中国被列入疫区国
zh	contradiction	... 的酒精就可以消毒，但是这是对于有可能被污染的一些物体的消毒，并不是在家里针对人也要这样消毒。	电吹风对手和面部吹30秒就能消毒
zh	contradiction	... 香港渔护署发言人强调，现时没有证据显示宠物会传播新冠病毒，或会因此生病。	家里的宠物会传播病毒
zh	entailment	这也是全球第一家恢复开园的迪士尼乐园	上海迪士尼乐园全球率先重启
zh	entailment	他的影视作品包括《鳄鱼邓迪》《神秘约会》《盲目约会》《丛林中的莫扎特》等	美国男演员马克·布鲁姆感染新冠肺炎去世
zh	entailment	为了加强防疫，根据卫生部的评估，决定将所有建筑业工作许可证持有者和他们家属的居家隔离规定从5月4日延长两周到5月18日	新加坡将建筑业工作准证持有者居家隔离规定延长至5月18日
zh	contradiction	2018年4月，央视报道武汉病毒所发现了新型冠状病毒。	新冠病毒 2018 年就发现了
zh	entailment	针对是否有必要进行全国全员检测的问题，冯子健表示不需要，并分析了其中原因	有必要进行全国全员检测吗？国务院联防联控机制专家：不需要！
zh	contradiction	因此过滤层也是衡量口罩里贴“xxx”，能不能有效延长口罩使用时间的重要条件。 口罩垫. 01 口罩垫1.0. 口罩垫这东西猛地一看，和防溢乳 ...	防溢乳垫贴在口罩内可延长使用时间
zh	entailment	加里说： “我们的分析以及其他一些分析都指向了比那更早的起源	美国医学专家接受ABC专访：新冠病毒起源于武汉华南海鲜市场是错误观点
zh	entailment	3月22日，哥伦比亚首都波哥大的一座监狱发生暴动，造成至少23人死亡，十多人受伤	哥伦比亚监狱暴动致23死90伤：囚犯不满卫生条件差发起抗议
zh	contradiction	网上却流传一个这样的传言“大家请告诉家里人，外出千万不要收现金，当地已经在多批次人民币表面监测新型冠状病毒病原体，特别是小朋友不要 ...	不要收现金，会感染新冠病毒
zh	contradiction	为此，北京辟谣平台持续将疫情谣言一网打尽，逐一粉碎。 谣言四十六：用了7天的N95口罩用吹风机吹或酒精消毒可继续用真相：N95口罩的使用， ...	用了7天的N95口罩消毒可继续用
zh	contradiction	用了7天的N95口罩用吹风机吹或酒精消毒可继续用. 流传说法：N95口罩用7天后不要丢，用大功率吹风机吹30分钟，或者有酒精的喷一下消毒后继续 ...	用了7天的N95口罩酒精消毒可继续用
zh	entailment	此前，法医曾实时公布死亡人数，据该报，法医公布的人数比卫生部门公布的人数多出10%	美国佛罗里达州阻止法医公布真实新冠死亡数据
zh	contradiction	人民网北京1月29日电对于网传“武汉华南海鲜市场老板是余甜，她的公公是湖北省政协副主席郑心穗”的消息。湖北政协28日在微信公号上发辟谣 ...	华南海鲜老板是政协原副主席儿媳
zh	entailment	3月31日晚，菲律宾内政部长爱德华多·阿诺发表声明称，他的新冠肺炎检测结果呈阳性，确诊感染	菲律宾内政部长确诊感染新冠肺炎 此前已有多名要员感染
zh	contradiction	钟南山、李兰娟院士团队近日分别从新冠肺炎患者的粪便样本中分离出新型冠状病毒。与此同时，浙江大学传染病诊治国家重点实验室李兰娟院士 ...	新冠病毒传播途径有变化
zh	entailment	武汉轨道交通1、2、3、4、6、7号线恢复运营，同时今天武汉的17个铁路客站开始恢复办理到达业务	开跑！时隔65天，武汉地铁重启！
zh	contradiction	4 天前 - 中大研究分析新冠肺炎患者的腸道內，缺乏4類益生菌，致腸道微生態失. ... 增強免疫力，亦有助預防感染新冠病毒，期望最快在3至4個月後可推出市面。 ... 人體的益生菌（擬桿菌），故相信若增加特定細菌的水平，可提高人體免疫力。	益生菌能提高免疫力预防新冠肺炎
zh	entailment	西班牙卫生大臣伊利亚也表示，疫情曲线已经开始向下弯曲，不过政府同时提醒继续保持谨慎	欧洲多国疫情趋缓，西班牙称已渡过“最艰难的阶段”
zh	contradiction	谣言六十五：电吹风对手和面部吹30秒能消毒真相：杀死新型冠状病毒至少需要56°C，30分钟，可用于物体表面消毒等。电吹风的温度即使能 ...	电吹风对手和面部吹30秒就能消毒
zh	contradiction	谣言六十六：用微波炉加热口罩可以消毒. 真相：无论是用微波炉、电烤箱还是蒸锅加热口罩，一方面口罩内部结构破坏，口罩无法再次使用；另一 ...	用微波炉加热口罩可以消毒
zh	entailment	中国国家统计局17日公布的数据显示，今年一季度国内生产总值（GDP）为206504亿元，按可比价格计算，同比下降6.8%	国际锐评丨中国经济加速恢复 长期向好趋势没有变
zh	entailment	目前累计追踪到密切接触者2716人，已解除医学观察2328人，现有388人正在接受医学观察	辽宁无新增确诊，累计121确诊
zh	contradiction	该方是由五味中药材组成的中药颗粒，主要针对新冠病毒感染的轻症肺炎治疗。 此外，钟南山团队目前已拟定出新冠肺炎预防凉茶处方，定期为广州 ...	钟南山团队开中药凉茶处方
zh	neutral	鉴于目前还没有证据证明“宠物会感染而发病或传播新冠肺炎”，渔护署称，将进一步抽取样本化验，以确定该犬是已感染新冠病毒，还是其口腔及鼻腔 ...	人会传染宠物？宠物染病会传染人
zh	contradiction	我有两个问题，第一，有一些网传或谣言说，现在感染确诊的病例应该在10万左右，但是我们的官方数据是只有4000多确诊病例，我们如何确认 ...	网传感染病例在10万例左右
zh	entailment	涉及急性心脑血管、外伤等急危重症、血液透析、孕产妇、儿童（含新生儿）、恶性肿瘤（含恶性血液病）及慢性疾病等患者	武汉非新冠肺炎救治医院最新名单
zh	entailment	根据中央指导组医疗救治组安排，河北支援湖北医疗队最后一批194名队员，于今天（31日）上午搭乘两架包机离开武汉返回河北	河北医疗队最后一批194名队员今日返回
zh	entailment	随着欧洲疫情逐渐趋缓，近日欧洲多国政府提出进一步放松管控措施，同时为受疫情冲击的地区和家庭提供资金补贴	疫情逐渐趋缓，欧洲多国宣布财政补贴和解封计划
zh	entailment	新加坡政府宣布，从4月7日至5月4日，只有提供医疗、交通、餐饮、水源、垃圾处理、银行等基本服务的工作场所保持正常运作，大部分企业、所有大中小学、幼儿园关闭，禁止在外用餐	记者观察丨新加坡即将按下“暂停键” 生活如常引担忧
zh	entailment	这批物资包括：10万人份核酸检测试剂、10万只N95医用口罩、50万只医用外科口罩、5万件医用防护服和200台便携式呼吸机	10万份检测试剂、50万只外科口罩……中国政府捐赠抗疫物资运抵马来西亚
zh	entailment	此前，该监狱的一名囚犯的新冠肺炎检测呈阳性，该监狱随后对其密切接触的51人进行了病毒检测，其中有18名囚犯和1名监狱工作人员的检测结果呈阳性	菲律宾女子监狱发生集体感染 共20人确诊
zh	contradiction	信网2月15日讯近日，“不要吃淡水魚，因很多地方，有厕所搭在魚塘上 ... 播出了暂時别吃池养魚肉，特別是草魚酸菜魚水煮水，安县121个鱼塘己感染 ...	别吃鱼，某地有 121 个鱼塘感染
zh	contradiction	2007年颁布的《处方管理办法》明确规定：医师应当根据医疗、预防、保健需要，按照 ... 利巴韦林口服剂：除可用于用于呼吸道合胞病毒引起的病毒性肺炎与支气管炎之外， ... 利巴韦林可进入红细胞，蓄积量大且消除缓慢，停药后血浆半衰期约300小时。	吃利巴韦林可以预防新冠病毒
zh	entailment	中国驻菲律宾大使黄溪连、菲律宾外交部长洛钦、卫生部长杜凯等到机场送行	中国赴菲专家组完成任务启程回国 菲外长：这是有钱也买不来的中国经验
zh	entailment	“在抗击疫情的这场‘大考’中，湖南救治工作实现了传承与创新、技术与管理的深度融合，专家贴近基层、医护贴近患者、决策贴近实际聚集成救治“硬核”，早诊早治、集中收治、综合施治、物资保障是医疗救治取得阶段性成果的重要保障	治愈率99.6%是怎样做到的
zh	entailment	这意味着在过去12天，平均每天约有25名医生被感染	孟加拉国感染新冠肺炎医生总数接近350人
zh	neutral	这些患者不仅自身症状反复，还可能成为新的传染源。 ... 一些患者出院后，复查核酸检测结果又呈阳性，还有的肺部阴影加重。 ... 在湖北之外，其他城市医疗资源相对充足，有的患者可以做多次核酸检测，转阴后才出院，也有的 ... 的环境改变，可能体内残存的病毒又活跃起来，就造成了其实不是复发而是反复的过程。	核酸检测转阴后，还有可能复发
zh	entailment	普京当天签署命令，任命俄第一副总理别洛乌索夫为代总理	确诊感染新冠肺炎的俄罗斯总理米舒斯京重回总理岗位
zh	entailment	3月7日，随着莆田、漳州两市11名新冠肺炎住院患者治愈，福建省九个设区市实现住院患者清“0”，平潭综合实验区保持“0确诊”	福建确诊全部清零
zh	entailment	根据北京市突发公共卫生事件相应级别调整至三级的相关措施，铁路部门自 6 月 6 日起将逐步恢复湖北地区始发进京旅客列车运行，满足旅客出行需求	燕归！首批湖北籍大学生搭乘高铁返京
zh	neutral	发布时间： 2020-02-16 来源: 市场上比较常用的空气净化器是由风机和过滤装置组成，风机将家里的空气吸入，通过过滤装置吸附过滤 ...	家用空气净化器能过滤病毒吗
zh	entailment	蒙大拿州州长史蒂夫·布洛克，于美国当地时间4月22日在社交媒体发布声明称，蒙大拿州的居家令限制将于本周日结束	美国蒙大拿州：居家令限制将于4月26日结束
zh	contradiction	... 正常【快递】可以不用拒收，但除了一些急需用品之外，在疾病流行期间，尽量不要寄送从武汉发出的快递，以减少 ...	武汉来的快递要拒收
zh	entailment	此外，至少有 6711 名医务人员感染，9 名医务人员死亡	德国至少 6711 名医务人员感染新冠病毒
zh	contradiction	倍速播放下载收听. 00:00. 01:07. 加入战队方式：. 1.如果您已经是知识大使可以直接将邀请码修改为ddcuj，然后我就可以联系到 ...	电吹风对手和面部吹30秒就能消毒
zh	contradiction	近日，网传“武汉盘龙城一小区男子把口罩喷酒精戴，坐电梯，遇电梯84消毒，瞬间晕倒死亡”，楚天都市报记者从多方证实，该消息系谣言。	口罩喷酒精遇 84 消毒瞬间死亡
zh	contradiction	因而有观点认为，使用呼吸机，粘液难以排出，形成大量痰液栓塞，导致患者最终缺氧而死，而改用吸痰机之后，死亡人数减半。 遗体解剖报告的作者认为，这 ... 昨天开始，急救改用吸痰机，一下子死亡人数减半。”财新网引述报告的撰写者之 ... 武汉新冠肺炎死亡人数减少是防控整体效果显现. 浙大邵逸夫医院呼吸治疗科 ...	改用吸痰机后，武汉死亡人数减半
zh	entailment	湖北省新冠病毒肺炎疫情防控工作指挥部今天下午召开新闻发布会，武汉市政协主席胡曙光在发布会上介绍，武汉市的防疫工作中，小区封控管理在切断传染源，阻断传播途径中发挥了重要的作用	武汉无疫情小区占比已达98.4%
zh	entailment	针对这种情况，我国驻摩洛哥大使馆已经开展领事报备工作，请滞留在摩的中国公民登记信息，使馆根据实际情况做出合理安排	滞留摩洛哥的中国公民可通过我国驻摩洛哥大使馆网站登记信息 合理安排出行
zh	contradiction	9日，湖北省召开第19场疫情防控工作新闻发布会，中国工程院院士、华中农业大学教授陈焕春介绍，“分析发现，新型冠状病毒属于SARS冠状病毒。	新冠病毒属于 SARS 病毒
zh	entailment	同善医院主席邱财加表示，同善医院缺少治疗新冠肺炎的经验与技术，中国专家的交流和分享让该院受益匪浅	中国抗疫医疗专家组赴马来西亚分享抗疫经验
zh	entailment	根据一份有关促进欧洲境内旅游业发展措施的内部文件草案，第一批放开的31个国家包括欧盟的其他26个伙伴国、英国以及属于申根区但并非欧盟国家的冰岛、挪威、瑞士、列支敦士登	德国将逐步解除全球旅行警告
zh	entailment	据莫斯科斯巴达克足球俱乐部新闻处消息，莫斯科斯巴达克足球俱乐部主席列昂尼德·费顿确诊感染新冠病毒	​莫斯科斯巴达克足球俱乐部主席列昂尼德·费顿确诊感染新冠病毒
zh	entailment	5月27日，泰国清迈副市长纳塔楚德Natthachadet Viriyadiloktham在会议上表示，自6月7日起将重新开放清迈周日夜市，营业时间为每周日16时至21时	疫情形势趋缓 泰国清迈周日夜市重新开放
zh	entailment	3月26日，在全球抗疫的关键时刻，二十国集团领导人应对新冠肺炎特别峰会以前所未有的视频方式如期举行	俄媒：中俄步调一致 呼吁全球合作抗疫
zh	contradiction	现金被检验出病毒，收现金恐感染武汉肺炎！迫不得已收完. 一、现金携带病毒. 医生解释，钱上会带有病原菌，平时都提醒小朋友不要接触钱币，尤其 ...	不要收现金，会感染新冠病毒
zh	contradiction	尚无明确证据。新型冠状病毒肺炎是乙类传染病，人群对新型冠状病毒普遍易感，只能从三个方面入手预防感染：隔离传染源、使用消毒等方法切断 ...	喝茶可以预防新冠病毒
zh	entailment	印度政府新闻局4月18日发布数据显示，自3月25日印度全国封锁开始到现在，印度铁路部门共计向全国运输了420万吨粮食，而去年同期这一数据为231万吨	印度封锁期间 铁路、民航部门全力保障物资运输
zh	entailment	第一梯队主要指导重型、危重型患者救治，尽最大努力降低病死率，推动“重转轻”;第二梯队主要负责对所有在院患者进行每日病情评估并指导非重症患者救治，让患者早日治愈出院，减少“轻转重”	治愈率99.6%是怎样做到的
zh	entailment	我们抓住福建省对口支援宜昌医疗救治的机遇，与福建省签订劳务合作协议，打通了劳务合作平台	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	contradiction	国内病毒学家易宵(化名)对《环球时报》记者说，印度学者的所谓“研究报告”其实是断章取义的手法。首先，文章称新型冠状病毒与受体细胞接触的S蛋白 ...	印度学者：新冠病毒是人造的
zh	entailment	2月22日，中央应对新型冠状病毒感染肺炎疫情工作领导小组印发《关于全面落实进一步保护关心爱护医务人员若干措施的通知》	中央：进一步保护医务人员十方面措施
zh	contradiction	对此，丁香医生团队辟谣：PS技术挺好，差点自己都信了呢。“我没说，不是我，别瞎说。网传的'童子尿可预防新冠病毒'丁香医生认证图片实为PS所造 ...	丁香医生说童子尿可预防新冠病毒
zh	entailment	费雷拉埃尔伯尼奥内仅有1099名常住人口，位于伦巴第大区帕维亚省	​意大利伦巴第大区一市镇至今新冠肺炎零感染引关注
zh	entailment	专家组组长王俊辉接受了总台记者的采访，对这8天的支援工作和合作抗疫的成果进行了总结	中国抗疫医疗专家组总结与刚果（布）合作抗疫成果
zh	contradiction	银离子对新冠病毒可能也有杀灭的作用，但目前指南中并未推荐。银离子很早就被用来杀菌，用于洗衣机、净水器、空调、冰箱等家电中。泳池杀菌也 ...	银离子抗菌液能杀灭新冠病毒
zh	neutral	谣言:用了7天的N95口罩用吹风机吹或酒精消毒可继续用。 真相:一般而言，口罩都是一次性使用的。在特殊情况下(比如口罩供应不足)，N95口罩可以 ...	N95 口罩消毒可继续用
zh	contradiction	... 关于武汉来的快件能否接收的问题，侯延波进一步解释称，据专家介绍，病毒传播 ... 因此不用担心，正常的快件不用拒收。 ... 可能减少进出武汉的快递需求，让更多的寄递资源能够服务于疫情防控的需要， ...	武汉来的快递要拒收
zh	neutral	浙江辟谣网据丁香医生消息：近日有传言称，喷嚏一打几米远，病毒可悬浮一天。其实，到目前为止，尚未证实新冠病毒可以通过空气传播。但是与人 ...	喷嚏一打几米远，病毒可悬浮24H
zh	contradiction	钟南山团队凉茶处方公开，两条药方不一样要看清！ ... 四诊资料，拟定出外感发热中药协定处方（注意此方适合外感发热人群，健康人群不建议），供 ...	钟南山团队开中药凉茶处方
zh	entailment	4月4日早，中国驻马来西亚大使馆下半旗，哀悼在抗击新冠肺炎疫情中牺牲烈士和逝世同胞	中国驻马来西亚大使馆下半旗 深切悼念新冠肺炎疫情牺牲烈士和逝世同胞
zh	contradiction	疫情辟谣# | 环保酵素可以消灭新冠病毒?】丁香医生团队辟谣：没有证据支持“环保酵素能消毒”，目前热门的环保酵素存在安全隐患，且可能是违法 ...	环保酵素可以消灭新冠病毒
zh	entailment	迪马约称，新冠肺炎疫情暴发后，意大利医疗物资和个人防护用品全面告急，他与包括中国在内的多国外长紧急沟通，获得了大量援助，同时也动员全部外交力量协助开展全球采购	意大利3000万只海外口罩中2200万来自中国
zh	entailment	浙江省科技厅副厅长宋志恒表示，第1批疫苗已经产生抗体，已经进入动物实验阶段，重组腺病毒载体疫苗，开始进行重组病毒的培养，将于近期开展动物实验	浙江第一批疫苗已产生抗体
zh	entailment	2月21日至23日，太子镇老屋村4人先后被确诊为新冠肺炎	黄石两村民发热打牌致多人感染，与村支书同被立案
zh	contradiction	（病毒）已经定名为SARI了，确定是SARS的进化病毒，致病机理完全相同。 “病毒进入人体后干扰免疫系统，人体免疫系统误认为肺细胞是外来物从而 ...	新冠病毒定名为 SARI
zh	entailment	我觉得能，为什么好多通知说不能. 2月23日19:13举报查看对话赞1回复.	84 消毒液不能和洁厕灵一起用
zh	contradiction	国家体育总局体育科学研究所研究院表示：长时间大强度的运动，会导致身体 ...	疫情期间大强度锻炼可提高抵抗力
zh	entailment	继南航率先恢复武汉至北京客运航班后，6月9日，记者从东航武汉公司获悉，经国家民用航空局批准，该公司将于6月11日起恢复武汉北京客运航班，从武汉天河机场至北京大兴机场	东航武汉公司武汉至北京客运航班6月11日复航  单程票价400元起售
zh	entailment	三是强化资金保障	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	entailment	在意大利现有的确诊患者中，有4万5420名轻症或无症状患者在居家隔离，4023名患者在重症监护室接受治疗，其余患者在医院接受普通治疗；累计治愈人数已达1万5729人	意大利医卫专家：意大利疫情正进入平台期
zh	entailment	他表示，老年人与年轻人享有同等的生命权和健康权，疫情之下“谁也不能被牺牲、被抛弃”	联合国秘书长古特雷斯：应尊重老年人生命和健康权
zh	entailment	利用“直通车”政策，成功申报3支企业债，总规模40.89亿元	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	contradiction	美国国务院表示，由于中国武汉首次发现新型冠状病毒，“请勿前往中国”。世界卫生组织已在1月30日将迅速蔓延的新型冠状病毒疫情列为国际公共卫生 ...	中国被列入疫区国
zh	entailment	【#黄冈清零#！】3月18日上午，随着大别山区域医疗中心（黄冈市中心医院新院区）最后2名新冠肺炎患者走出北广场（另1名患者早上8：30已出院），黄州区现有确诊患者全部治愈出院，这也标志着#黄冈四类人员全部清零#	黄冈清零
zh	contradiction	病请描述：新冠肺炎治疗主要靠激素，患者会成为废人?( 最后提交时间2020-02-13. 患者信息：男33岁. 病请描述：体检甲状腺结节，这个要紧吗. 最后提交时间2019-01- ...	治疗主要靠激素，会成为废人
zh	contradiction	... 等特殊保障部门人员必须驾车出行的，要予以保障，所有运输货物车辆不限行，警车属特种车辆不限行。	十堰为限行全城开启红灯
zh	entailment	从6月8日起，群体活动的人数上限将从目前的300人放宽至500 人，取消剧院、电影院、音乐厅等场所的社交距离限制	捷克自6月8日起进一步“解封”将允许举办不超过500人的群体活动
zh	entailment	他还补充说：“从6月15日起，我们（政府）打算允许所有其他非必需零售店重新开放	英国将从6月15日起重新开放非必需零售店
zh	entailment	根据合肥市疫情防控应急指挥部的要求，所有14日内有境外旅居史的来（返）肥人员，一律进行14天集中隔离观察，并进行核酸检测	安徽合肥14日内有境外旅居史人员实施集中隔离 食宿费用自理
zh	entailment	请看总台记者的采访视频	英国人麦特·罗尔：我当初就不该离开武汉回英国
zh	contradiction	2020年02月11日20:35 新浪网 作者百科名医网. 缩小字体 放大字体 收藏 微博 微信 分享 0.	挂烫机可杀灭衣服上的新冠病毒
zh	entailment	其中，养老院等机构成为重灾区	疫情之下 美国老年人成“牺牲品”
zh	contradiction	吃磷酸奥司他韦等抗病毒药物没用虽然磷酸奥司他韦等是抗病毒药物，但目前没有证据显示其能够预防新型冠状病毒感染。 吃抗生素不能预防新型 ...	吃奥司他韦可以预防新冠病毒
zh	neutral	对此，中国疾控中心传染病处研究员冯录召在国家 ...	新冠病毒会通过粪口传播
zh	entailment	为防止新冠肺炎在一些危险地区扩散，印尼政府将于当地时间24日禁止开斋节返乡，但是不会完全封锁道路，以保证公共交通运行	印尼叫停“春运” 禁止开斋节返乡
zh	entailment	当地时间4月15日上午，匈牙利外交与对外经济部部长西亚尔托表示，在过去的24小时里，共有1070万个口罩、900升消毒液和24600套防护隔离服运抵匈牙利	24小时内1070万口罩抵达匈牙利 中国医疗物资为匈牙利抗击疫情提供关键支持
zh	entailment	有1093名密切接触者正在接受医学观察	广东省新冠肺炎疫情情况
zh	contradiction	丁香医生团队辟谣：30 秒太短，真吹半小时容易受伤. 杀死新型冠状病毒至少需要56℃，30 分钟，可用于物体表面消毒等。电吹风的温度即使能 ...	电吹风对手和面部吹30秒能消毒
zh	entailment	随着疫情的发展和复工复产的需要，又批准第三方检测机构开展核酸检测	治愈率99.6%是怎样做到的
zh	contradiction	湖北新增新冠肺炎病例为何一夜... 评论. 崔笑天.	精油芳疗可以预防新冠肺炎
zh	entailment	经黑龙江省应对新型冠状病毒感染肺炎疫情工作领导小组指挥部同意，6月1日-7日，黑龙江省高校毕业年级及有重要科研任务的研究生返校复课，高校非毕业年级返校复课时间由学校自行确定	黑龙江高校毕业年级6月1日起返校
zh	entailment	踩中国，对纳瓦罗来说，可谓驾轻就熟	“致命纳瓦罗”正在致命美国？
zh	entailment	主要是通过降低用电用水用气价格、减免税费等费用，降低企业经营成本	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	neutral	，丁香医生团队：交流要保持距离；尚未证实 ...	喷嚏一打几米远，病毒可悬浮24小时
zh	entailment	截至目前，已有600余人因饮用高浓度酒精而死亡，3000余人中毒	伊朗预防新冠肺炎误饮酒精事件续
zh	entailment	作者们发现，新冠疾病潜伏期的估计中位时间为8.13天，平均时间为8.62 ... 此前一项针对425名确诊患者的研究中，只有10人能够确认准确的暴露 ... 研究发现，从病例离开武汉到症状发作的平均时间为5.44天，样本中位数为5天，最长为21天。 ... 研究还发现，重度、非重度组新冠患者各有一例患者的潜伏期长达24天。	新冠肺炎潜伏期最长 24 天
zh	entailment	当地时间5月31日，南非总统拉马福萨在南非国家编辑论坛讲话时称南非6月1日起全国实行3级防控制度，并将加大力度从中国采购防疫物资	南非6月1日起实行全国3级防控，并加大力度从中国采购物资
zh	contradiction	据@青岛交通运输27日消息：官方辟谣！部分微信群中所传的“2020年1月27日起，公交线路停运安排调整”的消息不属实。目前，青岛市市区（市南、市 ...	青岛公交线路停运安排调整
zh	neutral	编审专家：. 于晓敏首都医科大学附属北京朝阳医院感染科副主任医师. 新型冠状病毒是否会通过下水道传播尚无定论。 一、2019新型冠状病毒通过 ...	新冠病毒会通过下水道传播
zh	entailment	新的疫情警报系统只适用于英格兰	​英国将启动疫情警报系统 各地疫情严重程度将分5级
zh	entailment	这项措施原定将在5月4日结束	为防控疫情，新加坡将延长阻断措施至6月1日
zh	entailment	4月15日，中国驻新加坡大使馆发布通知称：结合新冠肺炎疫情发展和新加坡有关防控措施，为确保申请人的健康安全，中国驻新加坡使馆将自4月20日（周一）起暂停领事服务大厅对外办公	中国驻新加坡大使馆领事服务大厅、中国签证申请中心暂停对外办公
zh	entailment	在中央政府的统筹下，经中国驻日本大使馆、外交部驻香港公署、香港特别行政区政府有关部门紧密协调，特区政府将派包机撤离中国乘客前往香港	钻石公主号下船中国同胞乘包机返港
zh	contradiction	就是这样一张中科院武汉病毒研究所旧版官网图，展示的是诊断微生物学学科组研究生信息，涵盖2008到2013的硕士、博士研究生人员。 页面简单，每 ...	零号病人是武汉病毒研究所研究生
zh	contradiction	中國大陸「武漢肺炎」疫情迅速擴大，境內確診人數逾2.4萬，為加強防堵 ... 連同重災區湖北省在內，已有27座城市封城，施行人員和交通管制措施。	南京封城、封路
zh	entailment	昨天，同一院区的四川医疗队为他们举行了一个欢送仪式	山东最后一支医疗队撤离 华西挥别齐鲁
zh	entailment	如何在解封时期保护员工成为英国雇主面临的挑战	即将进入解封期，英国办公场所抗疫面临挑战
zh	contradiction	【环球华语2020年1月24日】据消息人士透露，武汉新型冠状病毒已命名为SARI，就是萨斯（SARS）的进化病毒。香港病毒专家也认为是萨斯的亚种。 23 ...	新冠定名为 SARI
